training_seed,seed,dqn_500k_reward,dqn_500k_reward_per_step,dqn_500k_steps,dqn_1m_reward,dqn_1m_reward_per_step,dqn_1m_steps,comparison,diff_reward,pct_reward_change,diff_reward_per_step,diff_steps,reward_500k_reward,reward_500k_reward_per_step,reward_500k_steps,reward_1m_reward,reward_1m_reward_per_step,reward_1m_steps
789,1025,410.0,0.6212121212121212,660.0,960.0,1.4953271028037385,642.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8741149815916173,-18,,,,,,
789,1026,410.0,0.6231003039513677,658.0,960.0,1.5,640.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8768996960486323,-18,,,,,,
789,1027,640.0,0.8613728129205922,743.0,770.0,1.5876288659793814,485.0,dqn_1m_minus_dqn_500k,130.0,20.3125,0.7262560530587892,-258,,,,,,
789,1028,460.0,1.069767441860465,430.0,1030.0,1.271604938271605,810.0,dqn_1m_minus_dqn_500k,570.0,123.91304347826086,0.20183749641114002,380,,,,,,
789,1029,410.0,0.622154779969651,659.0,960.0,1.497659906396256,641.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8755051264266049,-18,,,,,,
789,1030,640.0,0.863697705802969,741.0,770.0,1.5942028985507246,483.0,dqn_1m_minus_dqn_500k,130.0,20.3125,0.7305051927477556,-258,,,,,,
789,1031,640.0,0.8613728129205922,743.0,770.0,1.5876288659793814,485.0,dqn_1m_minus_dqn_500k,130.0,20.3125,0.7262560530587892,-258,,,,,,
789,1032,410.0,0.6212121212121212,660.0,960.0,1.4953271028037385,642.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8741149815916173,-18,,,,,,
789,1033,1150.0,1.080827067669173,1064.0,770.0,1.5975103734439835,482.0,dqn_1m_minus_dqn_500k,-380.0,-33.04347826086956,0.5166833057748106,-582,,,,,,
789,1034,410.0,0.6212121212121212,660.0,960.0,1.4953271028037385,642.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8741149815916173,-18,,,,,,
789,1035,1150.0,1.080827067669173,1064.0,770.0,1.5975103734439835,482.0,dqn_1m_minus_dqn_500k,-380.0,-33.04347826086956,0.5166833057748106,-582,,,,,,
789,1036,640.0,0.863697705802969,741.0,770.0,1.5942028985507246,483.0,dqn_1m_minus_dqn_500k,130.0,20.3125,0.7305051927477556,-258,,,,,,
789,1037,640.0,0.8602150537634409,744.0,770.0,1.5843621399176957,486.0,dqn_1m_minus_dqn_500k,130.0,20.3125,0.7241470861542548,-258,,,,,,
789,1038,410.0,0.622154779969651,659.0,960.0,1.497659906396256,641.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8755051264266049,-18,,,,,,
789,1039,460.0,1.0772833723653397,427.0,1030.0,1.2763320941759604,807.0,dqn_1m_minus_dqn_500k,570.0,123.91304347826086,0.19904872181062072,380,,,,,,
789,1040,1150.0,1.074766355140187,1070.0,770.0,1.5778688524590163,488.0,dqn_1m_minus_dqn_500k,-380.0,-33.04347826086956,0.5031024973188294,-582,,,,,,
789,1041,460.0,1.069767441860465,430.0,1030.0,1.271604938271605,810.0,dqn_1m_minus_dqn_500k,570.0,123.91304347826086,0.20183749641114002,380,,,,,,
789,1042,460.0,1.0672853828306264,431.0,1030.0,1.2700369913686806,811.0,dqn_1m_minus_dqn_500k,570.0,123.91304347826086,0.2027516085380543,380,,,,,,
789,1043,410.0,0.6193353474320241,662.0,960.0,1.4906832298136643,644.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8713478823816402,-18,,,,,,
789,1044,410.0,0.624048706240487,657.0,960.0,1.5023474178403755,639.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8782987115998885,-18,,,,,,
789,1045,460.0,1.0823529411764703,425.0,1030.0,1.279503105590062,805.0,dqn_1m_minus_dqn_500k,570.0,123.91304347826086,0.1971501644135918,380,,,,,,
789,1046,410.0,0.6231003039513677,658.0,960.0,1.5,640.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8768996960486323,-18,,,,,,
789,1047,410.0,0.6184012066365008,663.0,960.0,1.4883720930232558,645.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.869970886386755,-18,,,,,,
789,1048,410.0,0.6193353474320241,662.0,960.0,1.4906832298136643,644.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.8713478823816402,-18,,,,,,
789,1049,410.0,0.6184012066365008,663.0,960.0,1.4883720930232558,645.0,dqn_1m_minus_dqn_500k,550.0,134.14634146341464,0.869970886386755,-18,,,,,,
123,1000,,,,,,,reward_1m_minus_reward_500k,1870.0,366.66666666666663,1.7352918645625859,368,510.0,1.0450819672131149,488.0,2380.0,2.7803738317757007,856.0
123,1001,,,,,,,reward_1m_minus_reward_500k,1090.0,76.76056338028168,-0.39913129193967545,774,1420.0,2.1482602118003027,661.0,2510.0,1.7491289198606272,1435.0
123,1002,,,,,,,reward_1m_minus_reward_500k,1090.0,76.76056338028168,-0.39107149388411977,774,1420.0,2.1353383458646618,665.0,2510.0,1.744266851980542,1439.0
123,1003,,,,,,,reward_1m_minus_reward_500k,1090.0,76.76056338028168,-0.38511050022008697,774,1420.0,2.125748502994012,668.0,2510.0,1.740638002773925,1442.0
123,1004,,,,,,,reward_1m_minus_reward_500k,1090.0,76.76056338028168,-0.3890765765765767,774,1420.0,2.1321321321321323,666.0,2510.0,1.7430555555555556,1440.0
123,1005,,,,,,,reward_1m_minus_reward_500k,-30.0,-5.263157894736842,-0.19522143431810957,66,570.0,1.175257731958763,485.0,540.0,0.9800362976406534,551.0
