episode_id,agent_name,reward_total,score,episode_length,steps,score_per_step,reward_per_step,lives_lost,seed,model_path,timestamp,variant,family,training_seed,timesteps
42,dqn_500k_seed123,940.0,,797,797,,1.179422835633626,,1042,models/dqn_500k_seed123.zip,2026-06-07T13:05:44,dqn_500k_seed123,dqn,123,500000
43,dqn_500k_seed123,1390.0,,862,862,,1.6125290023201857,,1043,models/dqn_500k_seed123.zip,2026-06-07T13:05:48,dqn_500k_seed123,dqn,123,500000
44,dqn_500k_seed123,1390.0,,857,857,,1.6219369894982496,,1044,models/dqn_500k_seed123.zip,2026-06-07T13:05:52,dqn_500k_seed123,dqn,123,500000
45,dqn_500k_seed123,940.0,,791,791,,1.1883691529709228,,1045,models/dqn_500k_seed123.zip,2026-06-07T13:05:55,dqn_500k_seed123,dqn,123,500000
46,dqn_500k_seed123,1390.0,,858,858,,1.62004662004662,,1046,models/dqn_500k_seed123.zip,2026-06-07T13:05:59,dqn_500k_seed123,dqn,123,500000
47,dqn_500k_seed123,1390.0,,863,863,,1.6106604866743917,,1047,models/dqn_500k_seed123.zip,2026-06-07T13:06:03,dqn_500k_seed123,dqn,123,500000
48,dqn_500k_seed123,1390.0,,862,862,,1.6125290023201857,,1048,models/dqn_500k_seed123.zip,2026-06-07T13:06:06,dqn_500k_seed123,dqn,123,500000
49,dqn_500k_seed123,1390.0,,863,863,,1.6106604866743917,,1049,models/dqn_500k_seed123.zip,2026-06-07T13:06:10,dqn_500k_seed123,dqn,123,500000
0,dqn_1m_seed123,760.0,,628,628,,1.2101910828025475,,1000,models\dqn_1m_seed123.zip,2026-06-07T22:14:28,dqn_1m_seed123,dqn,123,1000000
1,dqn_1m_seed123,1150.0,,1219,1219,,0.9433962264150944,,1001,models\dqn_1m_seed123.zip,2026-06-07T22:14:32,dqn_1m_seed123,dqn,123,1000000
2,dqn_1m_seed123,1150.0,,1223,1223,,0.9403107113654948,,1002,models\dqn_1m_seed123.zip,2026-06-07T22:14:38,dqn_1m_seed123,dqn,123,1000000
3,dqn_1m_seed123,1150.0,,1226,1226,,0.938009787928222,,1003,models\dqn_1m_seed123.zip,2026-06-07T22:14:43,dqn_1m_seed123,dqn,123,1000000
4,dqn_1m_seed123,1150.0,,1224,1224,,0.9395424836601308,,1004,models\dqn_1m_seed123.zip,2026-06-07T22:14:48,dqn_1m_seed123,dqn,123,1000000
5,dqn_1m_seed123,430.0,,387,387,,1.1111111111111112,,1005,models\dqn_1m_seed123.zip,2026-06-07T22:14:50,dqn_1m_seed123,dqn,123,1000000
6,dqn_1m_seed123,810.0,,501,501,,1.6167664670658684,,1006,models\dqn_1m_seed123.zip,2026-06-07T22:14:53,dqn_1m_seed123,dqn,123,1000000
7,dqn_1m_seed123,430.0,,387,387,,1.1111111111111112,,1007,models\dqn_1m_seed123.zip,2026-06-07T22:14:54,dqn_1m_seed123,dqn,123,1000000
8,dqn_1m_seed123,810.0,,498,498,,1.6265060240963856,,1008,models\dqn_1m_seed123.zip,2026-06-07T22:14:57,dqn_1m_seed123,dqn,123,1000000
9,dqn_1m_seed123,760.0,,634,634,,1.1987381703470033,,1009,models\dqn_1m_seed123.zip,2026-06-07T22:14:59,dqn_1m_seed123,dqn,123,1000000
10,dqn_1m_seed123,810.0,,496,496,,1.6330645161290325,,1010,models\dqn_1m_seed123.zip,2026-06-07T22:15:02,dqn_1m_seed123,dqn,123,1000000
11,dqn_1m_seed123,430.0,,389,389,,1.1053984575835476,,1011,models\dqn_1m_seed123.zip,2026-06-07T22:15:03,dqn_1m_seed123,dqn,123,1000000
12,dqn_1m_seed123,1150.0,,1226,1226,,0.938009787928222,,1012,models\dqn_1m_seed123.zip,2026-06-07T22:15:09,dqn_1m_seed123,dqn,123,1000000
13,dqn_1m_seed123,810.0,,497,497,,1.6297786720321932,,1013,models\dqn_1m_seed123.zip,2026-06-07T22:15:11,dqn_1m_seed123,dqn,123,1000000
14,dqn_1m_seed123,810.0,,500,500,,1.62,,1014,models\dqn_1m_seed123.zip,2026-06-07T22:15:13,dqn_1m_seed123,dqn,123,1000000
15,dqn_1m_seed123,1150.0,,1219,1219,,0.9433962264150944,,1015,models\dqn_1m_seed123.zip,2026-06-07T22:15:19,dqn_1m_seed123,dqn,123,1000000
16,dqn_1m_seed123,430.0,,384,384,,1.1197916666666667,,1016,models\dqn_1m_seed123.zip,2026-06-07T22:15:20,dqn_1m_seed123,dqn,123,1000000
17,dqn_1m_seed123,430.0,,388,388,,1.1082474226804124,,1017,models\dqn_1m_seed123.zip,2026-06-07T22:15:22,dqn_1m_seed123,dqn,123,1000000
18,dqn_1m_seed123,810.0,,499,499,,1.623246492985972,,1018,models\dqn_1m_seed123.zip,2026-06-07T22:15:24,dqn_1m_seed123,dqn,123,1000000
19,dqn_1m_seed123,1150.0,,1219,1219,,0.9433962264150944,,1019,models\dqn_1m_seed123.zip,2026-06-07T22:15:29,dqn_1m_seed123,dqn,123,1000000
20,dqn_1m_seed123,760.0,,627,627,,1.2121212121212122,,1020,models\dqn_1m_seed123.zip,2026-06-07T22:15:32,dqn_1m_seed123,dqn,123,1000000
21,dqn_1m_seed123,430.0,,384,384,,1.1197916666666667,,1021,models\dqn_1m_seed123.zip,2026-06-07T22:15:34,dqn_1m_seed123,dqn,123,1000000
22,dqn_1m_seed123,810.0,,500,500,,1.62,,1022,models\dqn_1m_seed123.zip,2026-06-07T22:15:37,dqn_1m_seed123,dqn,123,1000000
23,dqn_1m_seed123,810.0,,497,497,,1.6297786720321932,,1023,models\dqn_1m_seed123.zip,2026-06-07T22:15:39,dqn_1m_seed123,dqn,123,1000000
24,dqn_1m_seed123,1150.0,,1220,1220,,0.9426229508196722,,1024,models\dqn_1m_seed123.zip,2026-06-07T22:15:45,dqn_1m_seed123,dqn,123,1000000
25,dqn_1m_seed123,760.0,,630,630,,1.2063492063492065,,1025,models\dqn_1m_seed123.zip,2026-06-07T22:15:49,dqn_1m_seed123,dqn,123,1000000
26,dqn_1m_seed123,760.0,,628,628,,1.2101910828025475,,1026,models\dqn_1m_seed123.zip,2026-06-07T22:15:52,dqn_1m_seed123,dqn,123,1000000
27,dqn_1m_seed123,810.0,,499,499,,1.623246492985972,,1027,models\dqn_1m_seed123.zip,2026-06-07T22:15:54,dqn_1m_seed123,dqn,123,1000000
28,dqn_1m_seed123,1150.0,,1224,1224,,0.9395424836601308,,1028,models\dqn_1m_seed123.zip,2026-06-07T22:16:00,dqn_1m_seed123,dqn,123,1000000
29,dqn_1m_seed123,760.0,,629,629,,1.208267090620032,,1029,models\dqn_1m_seed123.zip,2026-06-07T22:16:03,dqn_1m_seed123,dqn,123,1000000
30,dqn_1m_seed123,810.0,,497,497,,1.6297786720321932,,1030,models\dqn_1m_seed123.zip,2026-06-07T22:16:05,dqn_1m_seed123,dqn,123,1000000
31,dqn_1m_seed123,810.0,,499,499,,1.623246492985972,,1031,models\dqn_1m_seed123.zip,2026-06-07T22:16:08,dqn_1m_seed123,dqn,123,1000000
32,dqn_1m_seed123,760.0,,630,630,,1.2063492063492065,,1032,models\dqn_1m_seed123.zip,2026-06-07T22:16:10,dqn_1m_seed123,dqn,123,1000000
33,dqn_1m_seed123,430.0,,384,384,,1.1197916666666667,,1033,models\dqn_1m_seed123.zip,2026-06-07T22:16:12,dqn_1m_seed123,dqn,123,1000000
34,dqn_1m_seed123,760.0,,630,630,,1.2063492063492065,,1034,models\dqn_1m_seed123.zip,2026-06-07T22:16:14,dqn_1m_seed123,dqn,123,1000000
35,dqn_1m_seed123,430.0,,384,384,,1.1197916666666667,,1035,models\dqn_1m_seed123.zip,2026-06-07T22:16:16,dqn_1m_seed123,dqn,123,1000000
36,dqn_1m_seed123,810.0,,497,497,,1.6297786720321932,,1036,models\dqn_1m_seed123.zip,2026-06-07T22:16:18,dqn_1m_seed123,dqn,123,1000000
37,dqn_1m_seed123,810.0,,500,500,,1.62,,1037,models\dqn_1m_seed123.zip,2026-06-07T22:16:20,dqn_1m_seed123,dqn,123,1000000
38,dqn_1m_seed123,760.0,,629,629,,1.208267090620032,,1038,models\dqn_1m_seed123.zip,2026-06-07T22:16:23,dqn_1m_seed123,dqn,123,1000000
39,dqn_1m_seed123,1150.0,,1221,1221,,0.941850941850942,,1039,models\dqn_1m_seed123.zip,2026-06-07T22:16:28,dqn_1m_seed123,dqn,123,1000000
40,dqn_1m_seed123,430.0,,390,390,,1.1025641025641026,,1040,models\dqn_1m_seed123.zip,2026-06-07T22:16:29,dqn_1m_seed123,dqn,123,1000000
41,dqn_1m_seed123,1150.0,,1224,1224,,0.9395424836601308,,1041,models\dqn_1m_seed123.zip,2026-06-07T22:16:34,dqn_1m_seed123,dqn,123,1000000
42,dqn_1m_seed123,1150.0,,1225,1225,,0.9387755102040816,,1042,models\dqn_1m_seed123.zip,2026-06-07T22:16:38,dqn_1m_seed123,dqn,123,1000000
43,dqn_1m_seed123,760.0,,632,632,,1.2025316455696202,,1043,models\dqn_1m_seed123.zip,2026-06-07T22:16:41,dqn_1m_seed123,dqn,123,1000000
44,dqn_1m_seed123,760.0,,627,627,,1.2121212121212122,,1044,models\dqn_1m_seed123.zip,2026-06-07T22:16:43,dqn_1m_seed123,dqn,123,1000000
45,dqn_1m_seed123,1150.0,,1219,1219,,0.9433962264150944,,1045,models\dqn_1m_seed123.zip,2026-06-07T22:16:48,dqn_1m_seed123,dqn,123,1000000
46,dqn_1m_seed123,760.0,,628,628,,1.2101910828025475,,1046,models\dqn_1m_seed123.zip,2026-06-07T22:16:50,dqn_1m_seed123,dqn,123,1000000
47,dqn_1m_seed123,760.0,,633,633,,1.2006319115323856,,1047,models\dqn_1m_seed123.zip,2026-06-07T22:16:53,dqn_1m_seed123,dqn,123,1000000
48,dqn_1m_seed123,760.0,,632,632,,1.2025316455696202,,1048,models\dqn_1m_seed123.zip,2026-06-07T22:16:55,dqn_1m_seed123,dqn,123,1000000
49,dqn_1m_seed123,760.0,,633,633,,1.2006319115323856,,1049,models\dqn_1m_seed123.zip,2026-06-07T22:16:58,dqn_1m_seed123,dqn,123,1000000
0,dqn_reward_500k_alpha0p001_seed123,510.0,,488,488,,1.0450819672131149,,1000,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:18,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
1,dqn_reward_500k_alpha0p001_seed123,1420.0,,661,661,,2.1482602118003027,,1001,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:20,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
2,dqn_reward_500k_alpha0p001_seed123,1420.0,,665,665,,2.1353383458646618,,1002,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:22,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
3,dqn_reward_500k_alpha0p001_seed123,1420.0,,668,668,,2.125748502994012,,1003,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:25,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
4,dqn_reward_500k_alpha0p001_seed123,1420.0,,666,666,,2.1321321321321323,,1004,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:28,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
5,dqn_reward_500k_alpha0p001_seed123,570.0,,485,485,,1.175257731958763,,1005,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:30,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
6,dqn_reward_500k_alpha0p001_seed123,1000.0,,815,815,,1.2269938650306749,,1006,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:33,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
7,dqn_reward_500k_alpha0p001_seed123,570.0,,485,485,,1.175257731958763,,1007,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:36,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
8,dqn_reward_500k_alpha0p001_seed123,1000.0,,812,812,,1.2315270935960592,,1008,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:39,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
9,dqn_reward_500k_alpha0p001_seed123,510.0,,494,494,,1.0323886639676114,,1009,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:41,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
10,dqn_reward_500k_alpha0p001_seed123,1000.0,,810,810,,1.2345679012345678,,1010,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:45,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
11,dqn_reward_500k_alpha0p001_seed123,570.0,,487,487,,1.1704312114989732,,1011,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:47,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
12,dqn_reward_500k_alpha0p001_seed123,1420.0,,668,668,,2.125748502994012,,1012,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:50,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
13,dqn_reward_500k_alpha0p001_seed123,1000.0,,811,811,,1.2330456226880395,,1013,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:54,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
14,dqn_reward_500k_alpha0p001_seed123,1000.0,,814,814,,1.2285012285012284,,1014,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:17:57,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
15,dqn_reward_500k_alpha0p001_seed123,1420.0,,661,661,,2.1482602118003027,,1015,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:18:00,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
16,dqn_reward_500k_alpha0p001_seed123,570.0,,482,482,,1.1825726141078838,,1016,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:18:02,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
17,dqn_reward_500k_alpha0p001_seed123,570.0,,486,486,,1.1728395061728396,,1017,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:18:05,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
18,dqn_reward_500k_alpha0p001_seed123,1000.0,,813,813,,1.2300123001230012,,1018,models/dqn_reward_500k_alpha0p001_seed123.zip,2026-06-07T13:18:08,reward_500k_alpha0p001_beta1_seed123,reward_alpha0p001_beta1,123,500000
