comparison_group,reward_agent_group,training_seed,evaluation_seed,dqn_performance,reward_agent_performance,reward_minus_dqn,reward_pct_change
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1012,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1013,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1014,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1015,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1016,1150.0,570.0,-580.0,-50.43478260869565
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1017,1150.0,570.0,-580.0,-50.43478260869565
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1018,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1019,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1020,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1021,1150.0,570.0,-580.0,-50.43478260869565
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1022,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1023,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1024,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1025,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1026,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1027,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1028,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1029,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1030,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1031,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1032,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1033,1150.0,570.0,-580.0,-50.43478260869565
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1034,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1035,1150.0,570.0,-580.0,-50.43478260869565
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1036,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1037,640.0,580.0,-60.0,-9.375
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1038,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1039,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1040,1150.0,570.0,-580.0,-50.43478260869565
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1041,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1042,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1043,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1044,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1045,460.0,620.0,160.0,34.78260869565217
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1046,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1047,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1048,410.0,820.0,410.0,100.0
dqn_reward_alpha0p001_minus_dqn,dqn_reward_alpha0p001,789.0,1049,410.0,820.0,410.0,100.0
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1000,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1001,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1002,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1003,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1004,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1005,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1006,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1007,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1008,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1009,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1010,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1011,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1012,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1013,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1014,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1015,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1016,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1017,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1018,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1019,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1020,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1021,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1022,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1023,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1024,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1025,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1026,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1027,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1028,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1029,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1030,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1031,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1032,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1033,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1034,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1035,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1036,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1037,850.0,540.0,-310.0,-36.470588235294116
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1038,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1039,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1040,1240.0,890.0,-350.0,-28.225806451612907
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1041,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1042,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1043,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1044,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1045,940.0,440.0,-500.0,-53.191489361702125
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1046,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1047,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1048,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,123.0,1049,1390.0,330.0,-1060.0,-76.2589928057554
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,456.0,1000,600.0,540.0,-60.0,-10.0
dqn_reward_alpha0p01_minus_dqn,dqn_reward_alpha0p01,456.0,1001,680.0,260.0,-420.0,-61.76470588235294
